Text,Category
Sidee AI u horumarin kartaa adeegyada dowliga ah?,Chat About Tech
Maxay yihiin codsiyada AI ee ku saabsan ilaalinta amniga?,Chat About Tech
Sidee AI looga faa’iidaystay gaming-ka?,Chat About Tech
Maxay yihiin codsiyada ugu caansan ee AI maanta?,Chat About Tech
Sidee AI loogu isticmaalaa caafimaadka si loo badbaadiyo nolosha?,Chat About Tech
Maxay yihiin adeegyada ugu fiican ee ku saleysan AI ee ganacsiyada?,Chat About Tech
Sidee AI u fududeysa nolosha shaqsiyaadka?,Chat About Tech
Maxay yihiin hal-abuurka cusub ee AI ee loo adeegsanayo waxbarashada?,Chat About Tech
Sidee AI ugu caawisaa filimada iyo madadaalada?,Chat About Tech
Maxay yihiin sirdoonka macmalka ah ee loo adeegsan karo gaadiidka?,Chat About Tech
Sidee AI u horumarin kartaa adeegyada dowliga ah?,Chat About Tech
Maxay yihiin codsiyada AI ee ku saabsan ilaalinta amniga?,Chat About Tech
Sidee AI looga faa’iidaystay gaming-ka?,Chat About Tech
Maxay yihiin codsiyada ugu caansan ee AI maanta?,Chat About Tech
Sidee AI loogu isticmaalaa caafimaadka si loo badbaadiyo nolosha?,Chat About Tech
Maxay yihiin adeegyada ugu fiican ee ku saleysan AI ee ganacsiyada?,Chat About Tech
Sidee AI u fududeysa nolosha shaqsiyaadka?,Chat About Tech
Maxay yihiin hal-abuurka cusub ee AI ee loo adeegsanayo waxbarashada?,Chat About Tech
Sidee AI ugu caawisaa filimada iyo madadaalada?,Chat About Tech
Maxay yihiin sirdoonka macmalka ah ee loo adeegsan karo gaadiidka?,Chat About Tech
Sidee AI u horumarin kartaa adeegyada dowliga ah?,Chat About Tech
Maxay yihiin codsiyada AI ee ku saabsan ilaalinta amniga?,Chat About Tech
Sidee AI looga faa’iidaystay gaming-ka?,Chat About Tech
Maxay yihiin codsiyada ugu caansan ee AI maanta?,Chat About Tech
Sidee AI loogu isticmaalaa caafimaadka si loo badbaadiyo nolosha?,Chat About Tech
Maxay yihiin adeegyada ugu fiican ee ku saleysan AI ee ganacsiyada?,Chat About Tech
Sidee AI u fududeysa nolosha shaqsiyaadka?,Chat About Tech
Maxay yihiin hal-abuurka cusub ee AI ee loo adeegsanayo waxbarashada?,Chat About Tech
Sidee AI ugu caawisaa filimada iyo madadaalada?,Chat About Tech
Maxay yihiin sirdoonka macmalka ah ee loo adeegsan karo gaadiidka?,Chat About Tech
Sidee AI u horumarin kartaa adeegyada dowliga ah?,Chat About Tech
Maxay yihiin codsiyada AI ee ku saabsan ilaalinta amniga?,Chat About Tech
Sidee AI looga faa’iidaystay gaming-ka?,Chat About Tech
sidey Samaafaraha U sugtaa Aniga wadooyinka,technology-yada amaanka wadooyi
sidee kaamirooyinka wadooyinka uga daba tagaan shilalka dhaca?,technology-yada amaanka wadooyi
Maxey Muhiim u tahay xogta Baabuurta oo lagu keydiyo bar online ah?,technology-yada amaanka wadooyi
sidee qalabka xawaaraha lagu cabiro ee technologyada u caawisaa pooliiska wadooyinka?,technology-yada amaanka wadooyi
sidee darawalada u caawsisaa qalabka casriga ah ee ku xeran isteerinka ee soo booda marka uu shil galo,technology-yada amaanka wadooyi
shaashadaha calaamadaha muujinayo ee wadooyinka sidey u ilaaliyaan amniga baabuurta?,technology-yada amaanka wadooyi
maxaa qatar ah oo ay leedahay baabuurta casriga darawal la'aanta ee ah ee wadooyinka socda?,technology-yada amaanka wadooyi
sidee technologyada loogu ogaan karaa wadoyinka jaamka ku badanyahay iyo mida shil ka dhacay?,technology-yada amaanka wadooyi
sidee aaladaha cimilada cabira uga qeybqaatdaan amniga wadooyinka,technology-yada amaanka wadooyi
sidee mapka u caawiyaa darawalada?,technology-yada amaanka wadooyi
inlaa intee in la eg ayaa lagu kalsoonaan karaa isticmaalka map ka ee baabuurada?,technology-yada amaanka wadooyi
Waa maxay GPS?,technology-yada amaanka wadooyi
WEYDIIMO,Wada sheqesiga codka iyo muuqaa
1. Wa maxay wada shekeeysiga codka?,Wada sheqesiga codka iyo muuqaa
2. Waa maxay wada sheekeysiga muuqaalka ?,Wada sheqesiga codka iyo muuqaa
3. Waa maxay waxtarka uu leeyahy wadasheeykesiga muuqaalka iyo codka?,Wada sheqesiga codka iyo muuqaa
4. Waa maxay dhibaatooyinka kadhasha isgaarsinta wada sheeykesiga codka?,Wada sheqesiga codka iyo muuqaa
5. Sidee loo xaliyaa dhibaatooyinka isgaarsiinta ee tiknoolajiyada?,Wada sheqesiga codka iyo muuqaa
6. Tiknolajiyada Wada sheekeeysiga codka iyo muuqaalkaba ujeedka losoo saaray moxoo ahaa?,Wada sheqesiga codka iyo muuqaa
7. Kuwada sheekeysiga codka muxu qasaaro geestay?,Wada sheqesiga codka iyo muuqaa
8. Wada sheekeysiga muuqaalka iyo codka qatar maku noqon kartaa nafsadaada?,Wada sheqesiga codka iyo muuqaa
9. Kuwada sheekeysiga codka muxuu sahlay markii loofiiriyo jiilkeena hada jira?,Wada sheqesiga codka iyo muuqaa
10. Mexey kukala duwan yihiin kusheekeysiga codka iyo muuqaalka?,Wada sheqesiga codka iyo muuqaa
11. Majiraa ablikeeshano fududeenaayo in dad tiro badan ay halmar kuwada kulmaan?,Wada sheqesiga codka iyo muuqaa
12. Wada sheekeysiga codka iyo muuqaalka midkee baa kuwanagsan iswedaarsiga xogaha dowlada?,Wada sheqesiga codka iyo muuqaa
13. Shirkadaha isgaarsiintu mexey adeegsadaan si ay ufudeeyaan wada sheekeysiga codka?,Wada sheqesiga codka iyo muuqaa
14. Waa maxay sababta losoo saray isgaasiinta wada sheekeysiga codka?,Wada sheqesiga codka iyo muuqaa
15. Majiraa isbadal tiknoolajiyadeed oo ku sheekeysiga muuqaalka ah?,Wada sheqesiga codka iyo muuqaa
16. Waa maxay fikirka laga qabo tiknoolajiyada cusu ee wada sheekeysiga codka iyo muuqaalka?,Wada sheqesiga codka iyo muuqaa
17. Wada sheekeysiga codka iyo muuqaalku maxay soo kordhiyeen?,Wada sheqesiga codka iyo muuqaa
18. Waa maxay wada sheekeysiga codka io muuqaalka?,Wada sheqesiga codka iyo muuqaa
19. Waa sidee falcelinta bulshada ee kuwada sheekeysiga codka iyo muuqaalka?,Wada sheqesiga codka iyo muuqaa
20. Wada sheekeysiga codka iyo muuqaalka kebaa dunida said looga isticmalaa?,Wada sheqesiga codka iyo muuqaa
WEYDIIMO,Tiknoolojiyada ilaalinta cyber-
1. Waa maxay ilaalinta cyber-ka?,Tiknoolojiyada ilaalinta cyber-
2. Mexee muhiimad uleedahay ilaalinta cyber-ka?,Tiknoolojiyada ilaalinta cyber-
3. Wa maxay qeebaha ugu waweyn ee ilaalinta cyber-ka?,Tiknoolojiyada ilaalinta cyber-
4. Waa maxay Firewall?,Tiknoolojiyada ilaalinta cyber-
5. Waa maxay Dos?,Tiknoolojiyada ilaalinta cyber-
6. Tiknoolajiyada ilaalinta cyber-ka malaga maarma?,Tiknoolojiyada ilaalinta cyber-
7. Yaawaaye jabsade(Hacker)?,Tiknoolojiyada ilaalinta cyber-
8. Ilaalinta Cyber-ka yaaku shaqo leh?,Tiknoolojiyada ilaalinta cyber-
9. Tiknoolajiyada cusub saameeyn intee la eg ayeey kuyeelaty ilaalinta cyber-ka?,Tiknoolojiyada ilaalinta cyber-
10. Waa maxay kahortaga viruska(Antivirus)?,Tiknoolojiyada ilaalinta cyber-
11. Waa maxay keedsashada xogta(BackUp) mexeena muhiim utahy?,Tiknoolojiyada ilaalinta cyber-
12. Sidee loo ilaaliyaa xogta shaqsiga oo internatka saaran?,Tiknoolojiyada ilaalinta cyber-
13. ilaalinta cyber-ka mexee waxtar uleedahay?,Tiknoolojiyada ilaalinta cyber-
14. Xogta qofka ee intarneedka saaran matahay mid la isku haleen karo?,Tiknoolojiyada ilaalinta cyber-
15. Waa maxay saabta qofka uu ugu kalsoonaan karo xogtiisa inoo saaro intarneedka ?,Tiknoolojiyada ilaalinta cyber-
16. Waa maxay sababta jabsaduhu uu ujabsanaayo xogta dadka kale?,Tiknoolojiyada ilaalinta cyber-
17. Meqaa looqeebiyaa jabsadayaasha?,Tiknoolojiyada ilaalinta cyber-
18. Muxuu ka faa'idayaa jabsaduhu inuu jabsado xogta qof kale?,Tiknoolojiyada ilaalinta cyber-
19. Dowladuhu sidee ayay ula fal galaan jabsadayaasha sharci darrada ah?,Tiknoolojiyada ilaalinta cyber-
20. Siduu u shaqeeyaa jabsadaha sharciga ah?,Tiknoolojiyada ilaalinta cyber-
21. Waamaxay malware?,Tiknoolojiyada ilaalinta cyber-
22. wa maxay phishing?,Tiknoolojiyada ilaalinta cyber-
23. waa maxay ransomware?,Tiknoolojiyada ilaalinta cyber-
24. Waa maxay encryptio?,Tiknoolojiyada ilaalinta cyber-
25. waa maxay social engineering?,Tiknoolojiyada ilaalinta cyber-
26. Waa maxayDDoS attack?,Tiknoolojiyada ilaalinta cyber-
27. Waa maxay cloud security?,Tiknoolojiyada ilaalinta cyber-
28. Waa maxay ethical hacking?,Tiknoolojiyada ilaalinta cyber-
29. Waa maxay endpoint security?,Tiknoolojiyada ilaalinta cyber-
30. Waa maxay security breach?,Tiknoolojiyada ilaalinta cyber-
31. Waa maxay security audit?,Tiknoolojiyada ilaalinta cyber-
32. Waa maxay spyware?,Tiknoolojiyada ilaalinta cyber-
33. Waa maxay Trojan horse?,Tiknoolojiyada ilaalinta cyber-
34. waa maxay dark web?,Tiknoolojiyada ilaalinta cyber-
35. Waa maxay VPN?,Tiknoolojiyada ilaalinta cyber-
36. Waa maxay exploit?,Tiknoolojiyada ilaalinta cyber-
37. Waa maxay security policy?,Tiknoolojiyada ilaalinta cyber-
38. Waa maxay faraqa u dhexeeya ilaalinta cyber-ka iyo amniga macluumaadka?,Tiknoolojiyada ilaalinta cyber-
39. Waa maxay intrusion detection system (IDS)?,Tiknoolojiyada ilaalinta cyber-
40. Waa maxay intrusion prevention system (IPS)?,Tiknoolojiyada ilaalinta cyber-
41. Waa maxay digital certificate?,Tiknoolojiyada ilaalinta cyber-
42. Waa maxay data loss prevention (DLP)?,Tiknoolojiyada ilaalinta cyber-
43. Waa maxay cyber resilience?,Tiknoolojiyada ilaalinta cyber-
44. Waa maxay botnet?,Tiknoolojiyada ilaalinta cyber-
45. Waa maxay cyber risk assessment?,Tiknoolojiyada ilaalinta cyber-
46. Waa maxay two-factor authentication (2FA)?,Tiknoolojiyada ilaalinta cyber-
47. Waa maxay spear phishing?,Tiknoolojiyada ilaalinta cyber-
48. Waa maxay Security token?,Tiknoolojiyada ilaalinta cyber-
49. Waa maxay multi-factor authentication (MFA)?,Tiknoolojiyada ilaalinta cyber-
50. Waa maxay Honeypot?,Tiknoolojiyada ilaalinta cyber-
"Waa maxay tiknoolojiyada bilaa xariga ah, sideese u shaqeysaa?",Tiknolojiyada wayarleska
Maxay tahay faa'iidada ugu weyn ee tiknoolojiyada bilaa xariga marka loo eego midka leh xariga?,Tiknolojiyada wayarleska
Maxay yihiin noocyada ugu caansan ee tiknoolojiyada bilaa xariga maanta la isticmaalo?,Tiknolojiyada wayarleska
Sidee tiknoolojiyada bilaa xariga ah u saamaysay nolosha casriga ah ee bulshada?,Tiknolojiyada wayarleska
Maxay yihiin khataraha amniga ee lala xiriiriyo tiknoolojiyada bilaa xariga?,Tiknolojiyada wayarleska
Maxay yihiin aaladaha ugu badan ee isticmaala tiknoolojiyada bilaa xariga maanta?,Tiknolojiyada wayarleska
Waa maxay sababta tiknoolojiyada bilaa xariga loogu baahan yahay goobaha shaqada casriga ah?,Tiknolojiyada wayarleska
Sidee tiknoolojiyada qorsheynta gaadiidka uga caawisaa badbaadada waddooyinka?,Tiknolojiyada wayarleska
Waa maxay sahayda gaadiidka?,Tiknolojiyada wayarleska
Waa maxay faa’iidada ugu weyn ee tiknoolojiyada sahayda?,Tiknolojiyada wayarleska
Maxey tahay faidada ugu jirta darawlka,Tiknolojiyada wayarleska
1. Waa maxay Tiknolajiyada Caafimadka Deeganka?,Saameeynta tiknolajiyada ee deg
2. Kaalinto kuleeyahy Tiknoolajiyada deegaanka?,Saameeynta tiknolajiyada ee deg
3. Maxaa caqabad eh ookaiman kara tiknoolajiyada ee deegaanka?,Saameeynta tiknolajiyada ee deg
4. Tiknoolajiyadu maka qeeb qadaty caafimadka deegaanka?,Saameeynta tiknolajiyada ee deg
5. Deegaanku mau baahan yahay tiknoolajiyad kacawisa cafimaadka?,Saameeynta tiknolajiyada ee deg
6. Dadweeynaha mexe kadheheen tiknoolajiyada deegaanka eku lug leh caafimaadka?,Saameeynta tiknolajiyada ee deg
7. Hadii tiknoology jiri leheen sido ahaan lahaa caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
8. Caafimadka deegaanku mau bahan yahay tiknoolajiyad?,Saameeynta tiknolajiyada ee deg
9. Waamaxay caqabadaha kadhalan kara tiknoolajiyada la'aanta deegaanka?,Saameeynta tiknolajiyada ee deg
10. Deegaanku tiknoolajiyada maka maarmaa?,Saameeynta tiknolajiyada ee deg
11. Waa maxay ahmiyada ugu weeyn tiknoolajiyada ee deegaanka?,Saameeynta tiknolajiyada ee deg
12. Deegaanka dadka kunool caafimadkooda ma tiknoolajiyada ayaa lasoconeeso?,Saameeynta tiknolajiyada ee deg
13. Dadweynaha io deegaanku tiknoolajiyada moxoo utaraa?,Saameeynta tiknolajiyada ee deg
14. Tiknoolajiyadu mexee tahay?,Saameeynta tiknolajiyada ee deg
15. Caafimaadka deegaanku moxo yahay?,Saameeynta tiknolajiyada ee deg
16. Tiknoolajiyada dhaqaatiirta caafimaadka miyee cawineysaa?,Saameeynta tiknolajiyada ee deg
17. Caafimadka degaanka sameen miyu kuyeelanaa bulshada kudhaqan deganka?,Saameeynta tiknolajiyada ee deg
18. Heerke katagan tahay tiknoolajiyadu deegaanka?,Saameeynta tiknolajiyada ee deg
19. Tiknoolajiyadu maka muhiimsan tahay cafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
20. Waa maxay deegaan?,Saameeynta tiknolajiyada ee deg
21. Waa maxay nidaamka la socodka tayada hawada?,Saameeynta tiknolajiyada ee deg
22. Waa maxay environmental sensors?,Saameeynta tiknolajiyada ee deg
23. Waa maxay ilaalinta caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
24. Waa maxay doorka diyaaradaha aan duuliyaha lahayn ee caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
25. Doorkee ayay tignoolajiyadu ka ciyaartaa la socodka tayada hawada?,Saameeynta tiknolajiyada ee deg
26. Sidee bay tignoolajiyadu u caawisaa la socodka tayada biyaha?,Saameeynta tiknolajiyada ee deg
27. Waa maxay Nidaamka Macluumaadka Juqraafig ee caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
28. Sidee bay tignoolajiyadu u caawisaa maaraynta qashinka khatarta ah?,Saameeynta tiknolajiyada ee deg
29. Waa maxay falanqaynta xogta caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
30. Waa maxay magaalo caqli badan oo la xiriirta caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
31. Waa maxay muhiimada IoT u leedahay caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
32. Sidee bay tignoolajiyada xidhani gacan uga geystaan ​​caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
33. Waa maxay qiimaynta khatarta caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
34. Sidee bay tignoolajiyadu u caawisaa la socodka isbeddelka cimilada?,Saameeynta tiknolajiyada ee deg
35. Waa maxay tignoolajiyada dareenka fog?,Saameeynta tiknolajiyada ee deg
36. Waa maxay doorka sirdoonka macmal (AI) ee caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
37. Sidee loo isticmaalaa tignoolajiyada caafimaadka deegaanka saadaasha dillaaca cudurrada?,Saameeynta tiknolajiyada ee deg
38. Waa maxay saamaynta tignoolajiyada la socodka wasakhowga sawaxanka?,Saameeynta tiknolajiyada ee deg
39. Sidee bay tignoolajiyada caafimaadka deegaanka u taageertaa maaraynta musiibada?,Saameeynta tiknolajiyada ee deg
40. Waa maxay doorka apps mobile ee caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
"41. Waa maxay shabakad caqli badan, sideese la xiriirta caafimaadka deegaanka?",Saameeynta tiknolajiyada ee deg
42. Sidee bay tignoolajiyadu u caawisaa la socodka heerarka shucaaca?,Saameeynta tiknolajiyada ee deg
43. Waa maxay muhiimada farsamada waxbarashada caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
44. Waa maxay dhismaha cagaaran sideese uu uga qayb qaataa caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
45. Waa maxay doorka bayoolaji ku leedahay caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
46. Sidee bay tignoolajiyada nadiifinta biyaha u wanaajisaa caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
47. Waa maxay baaritaanka caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
48. Sidee bay tignoolajiyadu u caawisaa dhimista qashinka caagga ah?,Saameeynta tiknolajiyada ee deg
49. Sidee hababka maaraynta wasakhda caqliga leh wax ugu biiriyaan caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
50. Waa maxay doorka tignoolajiyada tamarta la cusboonaysiin karo ee caafimaadka deegaanka?,Saameeynta tiknolajiyada ee deg
Waa maxay tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Maxay yihiin noocyada ugu muhiimsan ee tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Sidee bay tamarta nadiifka ah u yareysaa saameynta cimilada?,Tiknoolojiyada tamarta nadiifka
Maxay yihiin faa’iidooyinka tamarta qoraxda iyo hawada?,Tiknoolojiyada tamarta nadiifka
Waa maxay caqabadaha ugu waaweyn ee tiknoolojiyada tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Sidee ayey tiknoolojiyada tamarta nadiifka ah u caawin kartaa dhaqaalaha dalalka soo koraya?,Tiknoolojiyada tamarta nadiifka
Maxay yihiin farsamooyinka cusub ee lagu hagaajinayo wax soo saarka tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Sidee buu tamarta nadiifka ah u saameyn karaa bulshada?,Tiknoolojiyada tamarta nadiifka
Waa maxay siyaasadaha taageeraya horumarinta tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Sidee ayey tamarta nadiifka ah u caawin kartaa kororka isticmaalka tamarta?,Tiknoolojiyada tamarta nadiifka
Waa maxay faa'iidooyinka tamarta hawada?,Tiknoolojiyada tamarta nadiifka
Sidee buu tamarta qoraxda uga shaqeeyaa?,Tiknoolojiyada tamarta nadiifka
Maxay yihiin caqabadaha ka jira isticmaalka tamarta biyaha?,Tiknoolojiyada tamarta nadiifka
Waa maxay tamarta juquraafi?,Tiknoolojiyada tamarta nadiifka
Sidee ayey tamarta nadiifka ah u taageeri kartaa dhaqaalaha?,Tiknoolojiyada tamarta nadiifka
Sidee buu tamarta nadiifka ah uga qayb qaadan karaa tamarta waarta?,Tiknoolojiyada tamarta nadiifka
Waa maxay sababta loo baahan yahay in la taageero tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Sidee ayey tamarta nadiifka ah u saameyn kartaa shidaalka fosil?,Tiknoolojiyada tamarta nadiifka
Maxay yihiin hababka kaydinta tamarta nadiifka ah?,Tiknoolojiyada tamarta nadiifka
Maxay tahay saameynta ay tiknoolojiyada ku leedahay shaqada Soomaaliya?,Basic Tech Question
Sidee barashada tiknoolojiyada ugu muhiimsan tahay dhalinyarada Soomaaliyeed?,Basic Tech Question
Tiknoolojiyada ma keeni kartaa shaqo la'aan Soomaaliya?,Basic Tech Question
Maxaa looga baahan yahay Soomaaliya si looga faa’iideysto tiknoolojiyada shaqada?,Basic Tech Question
Sidee shirkadaha Soomaaliyeed u adeegsan karaan tiknoolojiyada si ay u kordhiyaan wax-soosaarka?,Basic Tech Question
Maxaa muhiim ah in la tababaro shaqaalaha si ay ula jaanqaadaan tiknoolojiyada cusub?,Basic Tech Question
Sidee adeegyada lacag-bixinta elektaroonigga ah uga caawiyeen shaqo abuurka Soomaaliya?,Basic Tech Question
Maxay tahay doorka dowladda Soomaaliya ee horumarinta tiknoolojiyada shaqada?,Basic Tech Question
Sidee loo isticmaali karaa tiknoolojiyada si kor loogu qaado waxbarashada Soomaaliya?,Basic Tech Question
Maxay tahay saameynta COVID-19 ku yeelatay shaqada iyo tiknoolojiyada Soomaaliya?,Basic Tech Question
Sidee tiknoolojiyada caafimaadku uga caawisay Soomaaliya?,Basic Tech Question
Sidee adeegyada telemedicine uga caawiyeen caafimaadka Soomaaliya?,Basic Tech Question
Sidee tiknoolojiyada caafimaad loogu adeegsan karaa caafimaadka hooyada iyo dhallaanka?,Basic Tech Question
Maxay tahay caqabadaha ku hor gudban tiknoolojiyada caafimaadka Soomaaliya?,Basic Tech Question
Sidee loo isticmaali karaa tiknoolojiyada si loola dagaallamo faafitaanka cudurrada?,Basic Tech Question
Maxay yihiin teknoolojiyadaha cusub ee daawaynta Soomaaliya ka shaqeyn kara?,Basic Tech Question
Maxay tahay doorka hay'adaha caalamiga ah ee tiknoolojiyada caafimaadka Soomaaliya?,Basic Tech Question
Sidee bulshada Soomaaliyeed uga faa’iideysan kartaa xogta caafimaadka ee elektaroonigga ah?,Basic Tech Question
Maxay tahay muhiimadda ay leedahay in la maalgeliyo tiknoolojiyada caafimaadka?,Basic Tech Question
Sidee tiknoolojiyada cilmi-baarista uga caawin kartaa horumarinta Soomaaliya?,Basic Tech Question
Maxay yihiin aaladaha ugu muhiimsan ee cilmi-baarista Soomaaliya?,Basic Tech Question
Sidee cilmi-baaris tiknoolojiyadeed u horumarin kartaa wax soo saarka beeraha Soomaaliya?,Basic Tech Question
Maxay tahay doorka jaamacadaha Soomaaliyeed ee tiknoolojiyada cilmi-baarista?,Basic Tech Question
Sidee tiknoolojiyada macluumaadka u fududeyn kartaa cilmi-baaris caafimaad?,Basic Tech Question
Maxay muhiim u tahay Soomaaliya inay maalgeliso cilmi-baarista tiknoolojiyadeed?,Basic Tech Question
Sidee loo isticmaali karaa drones cilmi-baarista Soomaaliya?,Basic Tech Question
Maxay tahay saameynta xogta weyn (Big Data) ee cilmi-baarista Soomaaliya?,Basic Tech Question
Maxay yihiin tiknoolojiyada cusub ee cilmi-baaris Soomaaliya ka shaqeyn kara?,Basic Tech Question
Maxay tahay caqabadaha ka jira isticmaalka tiknoolojiyada cilmi-baarista Soomaaliya?,Basic Tech Question
Sidee horumarka gradka macmalka u saameeyaan helitaanka shaqo ee tobanka sano ee soo socda,Basic Tech Question
Waa maxay caqabadaha ay shirkaduhu la kulmaan qaadashada tignoolajiyada cusub,Basic Tech Question
Door intee le'eg ayay robotiska ayaa ka ciyaartaa qaliinka,Basic Tech Question
Waa maxaay shaqadaa Telephonkaa ,Basic Tech Question
Waa maxay Robot,Basic Tech Question
Waa maxay hardware?,Basic Tech Question
